K,n_cases,WT_Dice_valid_mean,WT_Dice_nan_count,TC_Dice_valid_mean,TC_Dice_nan_count,ET_Dice_valid_mean,ET_Dice_nan_count,Avg_Dice_valid_mean
inf,74,0.9124497591769792,0,0.8699924818896742,0,0.7731846541380358,1,0.8523887729903213
